StockCode,canonical_description,total_units_sold,gross_revenue,number_of_orders,number_of_customers,return_value,net_revenue
23431,NATURAL HANGING QUILTED HEARTS ,1449.0,1171.23,72.0,63.0,-13.28,1157.95
23432,PRETTY HANGING QUILTED HEARTS,1276.0,1088.36,74.0,65.0,0.0,1088.36
23433,HANGING QUILTED PATCHWORK APPLES,1258.0,1108.58,89.0,76.0,-39.01,1069.57
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2095.0,1884.17,199.0,129.0,-7.9,1876.27
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,824.0,732.4200000000001,99.0,40.0,0.0,732.4200000000001
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1979.0,2367.39,114.0,91.0,-18.75,2348.64
23437, 50'S CHRISTMAS GIFT BAG LARGE,1939.0,2373.63,131.0,108.0,-2.5,2371.13
23438, RED SPOT GIFT BAG LARGE,1809.0,2209.92,109.0,88.0,0.0,2209.92
23439,HAND WARMER RED LOVE HEART,3986.0,8855.51,397.0,268.0,0.0,8855.51
23440,PAINT YOUR OWN EGGS IN CRATE,164.0,299.36,5.0,5.0,0.0,299.36
23441,HAND PAINTED HANGING EASTER EGG,22.0,9.24,3.0,3.0,0.0,9.24
23442,12 HANGING EGGS HAND PAINTED,40.0,83.2,7.0,7.0,0.0,83.2
23445,ICE CREAM BUBBLES,2668.0,2161.24,101.0,81.0,-16.599999999999998,2144.64
23446,BLUE BUNNY EASTER EGG BASKET,157.0,230.24999999999997,3.0,3.0,0.0,230.24999999999997
23447,PINK BUNNY EASTER EGG BASKET,158.0,231.89999999999998,4.0,4.0,0.0,231.89999999999998
23448,CREAM BUNNY EASTER EGG BASKET,25.0,41.24999999999999,3.0,3.0,0.0,41.24999999999999
23449,SET OF 6 EASTER RAINBOW CHICKS,12.0,15.0,1.0,1.0,0.0,15.0
23451,SQUARE MINI PORTRAIT FRAME,277.0,556.17,52.0,38.0,0.0,556.17
23452,HEART MINI PORTRAIT FRAME,518.0,1021.76,87.0,69.0,-1.95,1019.81
23453,OVAL  MINI PORTRAIT FRAME,316.0,615.98,47.0,40.0,0.0,615.98
23454,THREE MINI HANGING FRAMES,174.0,733.2,52.0,41.0,-8.3,724.9000000000001
23455,SMALL PARLOUR PICTURE FRAME,207.0,569.4300000000001,35.0,32.0,0.0,569.4300000000001
23456,MEDIUM PARLOUR PICTURE FRAME ,158.0,634.1,36.0,33.0,-8.3,625.8000000000001
23457,LARGE PARLOUR PICTURE FRAME,112.0,549.88,31.0,27.0,0.0,549.88
23458,DOLLY CABINET 3 DRAWERS ,51.0,762.4499999999999,30.0,30.0,-74.75,687.6999999999999
23459,DOLLY CABINET 2 DRAWERS ,33.0,412.5,19.0,19.0,-37.5,375.0
23460,SWEETHEART WALL TIDY ,108.0,1007.0799999999999,43.0,41.0,-49.75,957.3299999999999
23461,SWEETHEART BIRD HOUSE,847.0,3041.21,94.0,75.0,-16.6,3024.61
23462,ROCOCO WALL MIRROR WHITE,80.0,1607.04,46.0,43.0,-350.09999999999997,1256.94
23463,VINTAGE ZINC WATERING CAN,13.0,139.39999999999998,8.0,7.0,0.0,139.39999999999998
23464,VINTAGE ZINC WATERING CAN SMALL,18.0,99.2,8.0,6.0,0.0,99.2
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,12.0,99.0,4.0,4.0,0.0,99.0
23467,VINTAGE ZINC PLANTER  ,32.0,120.08000000000001,11.0,5.0,0.0,120.08000000000001
23468,TUSCAN VILLA BIRD TABLE ,19.0,156.75,11.0,11.0,0.0,156.75
23469,CARD HOLDER LOVE BIRD SMALL,332.0,1355.24,72.0,61.0,-16.6,1338.64
23470,CARD HOLDER LOVE BIRD LARGE ,232.0,1460.5,84.0,70.0,-70.7,1389.8
23471,SIX DRAWER OFFICE TIDY,65.0,616.79,27.0,26.0,0.0,616.79
23472, NINE DRAWER OFFICE TIDY,58.0,894.42,33.0,29.0,0.0,894.42
23473,WOODLAND SMALL RED FELT HEART,678.0,552.02,51.0,41.0,0.0,552.02
23474,WOODLAND SMALL BLUE FELT HEART,312.0,270.96,37.0,26.0,0.0,270.96
23475,WOODLAND SMALL PINK FELT HEART,286.0,242.17999999999998,31.0,25.0,0.0,242.17999999999998
23476,WOODLAND LARGE RED FELT HEART,205.0,264.72,22.0,18.0,0.0,264.72
23477,WOODLAND LARGE BLUE FELT HEART,92.0,123.47,13.0,8.0,0.0,123.47
23478,WOODLAND LARGE PINK FELT HEART,285.0,324.40000000000003,13.0,9.0,0.0,324.40000000000003
23479,WIRE EGG BASKET ,113.0,872.38,44.0,35.0,0.0,872.38
23480,MINI LIGHTS WOODLAND MUSHROOMS,1798.0,6719.14,215.0,143.0,-68.1,6651.04
23481,PEARLISED IVORY HEART SMALL ,228.0,281.17,29.0,23.0,0.0,281.17
23482,PEARLISED IVORY HEART LARGE ,418.0,661.02,39.0,32.0,0.0,661.02
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1328.0,1636.36,73.0,57.0,-26.240000000000002,1610.12
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,185.0,547.35,35.0,25.0,0.0,547.35
23485,BOTANICAL GARDENS WALL CLOCK ,262.0,5843.92,83.0,70.0,-407.4,5436.52
23486,ANTIQUE HEART SHELF UNIT,275.0,4145.47,74.0,64.0,-199.65,3945.82
23487,SWEET HEART CAKE CARRIER,80.0,795.5799999999999,44.0,41.0,-89.55,706.03
23489,VINTAGE BELLS GARLAND,913.0,2709.23,159.0,125.0,0.0,2709.23
23490,T-LIGHT HOLDER HANGING LOVE BIRD,542.0,2032.77,101.0,83.0,-11.25,2021.52
23491,VINTAGE JINGLE BELLS HEART,228.0,1897.76,78.0,64.0,-8.25,1889.51
23492,VINTAGE JINGLE BELLS WREATH,76.0,635.38,28.0,24.0,0.0,635.38
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964.0,8497.98,415.0,282.0,-11.399999999999999,8486.58
23494,VINTAGE DOILY DELUXE SEWING KIT ,809.0,5354.01,205.0,145.0,-386.75,4967.26
23495,SET OF 3 PANTRY WOODEN SPOONS,225.0,306.66,41.0,21.0,0.0,306.66
23496,PANTRY KITCHEN THERMOMETER ,112.0,154.52,31.0,21.0,0.0,154.52
23497,CLASSIC CHROME BICYCLE BELL ,2558.0,3656.02,195.0,150.0,-17.4,3638.62
23498,CLASSIC BICYCLE CLIPS ,1640.0,2372.68,99.0,77.0,0.0,2372.68
23499,SET 12 VINTAGE DOILY CHALK ,1312.0,586.23,110.0,86.0,0.0,586.23
23500,KEY RING BASEBALL BOOT ASSORTED ,1626.0,2038.33,98.0,76.0,0.0,2038.33
23501,KEY RING BASEBALL BOOT UNION JACK,1821.0,2217.87,112.0,77.0,0.0,2217.87
23502,PLAYING CARDS VINTAGE DOILY ,714.0,896.41,94.0,80.0,0.0,896.41
23503,PLAYING CARDS KEEP CALM & CARRY ON,3643.0,4860.55,335.0,284.0,-2.5,4858.05
23504,PLAYING CARDS JUBILEE UNION JACK,1927.0,2848.89,208.0,164.0,0.0,2848.89
23505,PLAYING CARDS I LOVE LONDON ,1200.0,1651.29,115.0,93.0,0.0,1651.29
23506,MINI PLAYING CARDS SPACEBOY ,2723.0,1129.1200000000001,146.0,114.0,0.0,1129.1200000000001
23507,MINI PLAYING CARDS BUFFALO BILL ,2882.0,1155.67,119.0,91.0,0.0,1155.67
23508,MINI PLAYING CARDS DOLLY GIRL ,2627.0,1163.45,120.0,95.0,-0.84,1162.6100000000001
23509,MINI PLAYING CARDS FUN FAIR ,1062.0,451.46000000000004,65.0,51.0,0.0,451.46000000000004
23510,MINI PLAYING CARDS GYMKHANA,2521.0,1118.8,120.0,90.0,0.0,1118.8
23511,EMBROIDERED RIBBON REEL EMILY ,571.0,1252.01,98.0,83.0,-10.4,1241.61
23512,EMBROIDERED RIBBON REEL ROSIE,500.0,975.24,57.0,46.0,0.0,975.24
23513,EMBROIDERED RIBBON REEL SUSIE ,566.0,1114.26,70.0,59.0,-12.48,1101.78
23514,EMBROIDERED RIBBON REEL SALLY ,478.0,977.39,74.0,57.0,-12.48,964.91
23515,EMBROIDERED RIBBON REEL DAISY ,579.0,1164.98,71.0,58.0,0.0,1164.98
23516,EMBROIDERED RIBBON REEL SOPHIE  ,296.0,1058.6,42.0,39.0,0.0,1058.6
23517,EMBROIDERED RIBBON REEL REBECCA ,334.0,996.38,63.0,50.0,0.0,996.38
23518,EMBROIDERED RIBBON REEL RACHEL ,361.0,980.41,44.0,40.0,-17.34,963.0699999999999
23519,EMBROIDERED RIBBON REEL CLAIRE,224.0,792.31,24.0,18.0,0.0,792.31
23520,EMBROIDERED RIBBON REEL RUBY ,167.0,600.55,32.0,30.0,0.0,600.55
23521,WALL ART CAT AND BIRD ,413.0,793.37,44.0,21.0,0.0,793.37
23522,WALL ART DOG AND BALL ,354.0,727.4399999999999,32.0,20.0,0.0,727.4399999999999
23523,WALL ART TREASURE AHOY ,360.0,1173.8100000000002,41.0,35.0,-22.5,1151.3100000000002
23524,WALL ART HORSE & PONY ,481.0,1557.63,63.0,42.0,-22.5,1535.13
23525,WALL ART BUFFALO BILL ,582.0,1863.8200000000002,53.0,38.0,-22.5,1841.3200000000002
23526,WALL ART DOG LICENCE ,1012.0,6021.4,143.0,79.0,-95.2,5926.2
23527,WALL ART ANIMALS AND NATURE ,420.0,1428.56,48.0,40.0,-26.25,1402.31
23528,WALL ART SPACEBOY,479.0,1504.49,50.0,30.0,0.0,1504.49
23529,WALL ART DOLLY GIRL ,637.0,2011.9900000000002,37.0,26.0,0.0,2011.9900000000002
23530,WALL ART ONLY ONE PERSON ,1056.0,4436.27,87.0,60.0,0.0,4436.27
23531,WALL ART BIG LOVE ,976.0,5538.26,112.0,77.0,0.0,5538.26
23532,WALL ART WORK REST AND PLAY  ,210.0,901.58,31.0,23.0,0.0,901.58
23533,WALL ART GARDEN HAVEN ,215.0,998.64,36.0,27.0,0.0,998.64
23534,WALL ART STOP FOR TEA ,1387.0,8608.9,260.0,159.0,-41.650000000000006,8567.25
23535,WALL ART BICYCLE SAFETY,1324.0,8440.24,215.0,135.0,-5.95,8434.289999999999
23536,WALL ART VILLAGE SHOW ,626.0,3442.13,85.0,68.0,-23.8,3418.33
23537,WALL ART I LOVE LONDON ,111.0,581.13,34.0,20.0,0.0,581.13
23538,WALL ART VINTAGE HEART,331.0,1329.54,32.0,25.0,0.0,1329.54
23539,WALL ART LOVES' SECRET ,247.0,1227.95,41.0,32.0,0.0,1227.95
23540,WALL ART THE MAGIC FOREST ,150.0,947.0600000000001,14.0,9.0,0.0,947.0600000000001
23541,WALL ART CLASSIC PUDDINGS ,872.0,6823.91,152.0,97.0,-16.5,6807.41
23542,WALL ART 70'S ALPHABET ,506.0,3800.16,89.0,55.0,-48.7,3751.46
23543,WALL ART KEEP CALM ,1236.0,7010.76,103.0,81.0,0.0,7010.76
23544,WALL ART MID CENTURY MODERN ,164.0,1015.78,20.0,17.0,-8.25,1007.53
23545,WRAP RED VINTAGE DOILY,2480.0,1025.6,84.0,76.0,0.0,1025.6
23546,WRAP PAISLEY PARK ,3250.0,1365.0,120.0,106.0,0.0,1365.0
23547,WRAP FLOWER SHOP  ,1575.0,661.5,62.0,57.0,0.0,661.5
23548,WRAP MAGIC FOREST ,1075.0,451.5,43.0,42.0,0.0,451.5
23549,WRAP BIRD GARDEN ,1305.0,548.1,52.0,46.0,0.0,548.1
23550,WRAP ALPHABET POSTER  ,1855.0,763.1,64.0,60.0,0.0,763.1
23551,PACK OF 12 PAISLEY PARK TISSUES ,1840.0,839.8399999999999,136.0,88.0,0.0,839.8399999999999
23552,BICYCLE PUNCTURE REPAIR KIT ,1863.0,3881.91,116.0,93.0,0.0,3881.91
23553,LANDMARK FRAME CAMDEN TOWN ,568.0,6444.65,68.0,50.0,0.0,6444.65
23554,LANDMARK FRAME OXFORD STREET,422.0,4805.53,57.0,49.0,0.0,4805.53
23555,LANDMARK FRAME NOTTING HILL ,421.0,4780.57,50.0,45.0,0.0,4780.57
23556,LANDMARK FRAME COVENT GARDEN ,436.0,4937.01,53.0,46.0,-12.5,4924.51
23557,LANDMARK FRAME BAKER STREET ,350.0,3930.27,32.0,25.0,0.0,3930.27
23558,LANDMARK FRAME LONDON BRIDGE ,415.0,4703.87,52.0,43.0,0.0,4703.87
23559,WOODLAND BUNNIES LOLLY MAKERS,649.0,1482.41,124.0,69.0,0.0,1482.41
23560,SET OF 6 RIBBONS COUNTRY STYLE,172.0,499.18,26.0,20.0,0.0,499.18
23561,SET OF 6 RIBBONS PARTY,170.0,476.0,16.0,13.0,0.0,476.0
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,251.0,724.59,43.0,37.0,0.0,724.59
23564,EGG CUP MILKMAID INGRID,644.0,841.31,76.0,39.0,0.0,841.31
23565,EGG CUP MILKMAID HELGA ,410.0,586.31,63.0,28.0,-6.25,580.06
23566,EGG CUP MILKMAID HEIDI,881.0,1156.93,83.0,44.0,-5.0,1151.93
23567,EGG CUP HENRIETTA HEN PINK,211.0,291.58,37.0,15.0,-1.25,290.33
23568,EGG CUP HENRIETTA HEN CREAM ,630.0,787.52,48.0,24.0,-1.25,786.27
23569,TRADTIONAL ALPHABET STAMP SET,954.0,4717.66,192.0,152.0,-9.9,4707.76
23570,TRADITIONAL PICK UP STICKS GAME ,2772.0,4931.87,276.0,203.0,0.0,4931.87
23571,TRADITIONAL NAUGHTS & CROSSES,2841.0,6406.91,257.0,195.0,0.0,6406.91
23574,PACKING CHARGE,14.0,105.0,14.0,9.0,-15.0,90.0
23575,SNACK TRAY PAISLEY PARK,179.0,367.34999999999997,32.0,22.0,0.0,367.34999999999997
23576,SNACK TRAY RED VINTAGE DOILY,198.0,400.03999999999996,37.0,28.0,0.0,400.03999999999996
23578,SNACK TRAY RED GINGHAM,60.0,125.72,14.0,11.0,0.0,125.72
23579,SNACK TRAY I LOVE LONDON,169.0,358.75,35.0,22.0,0.0,358.75
23580,SNACK TRAY HAPPY FOREST  ,116.0,234.92,25.0,20.0,0.0,234.92
23581,JUMBO BAG PAISLEY PARK,5020.0,11581.83,338.0,230.0,-224.76,11357.07
23582,VINTAGE DOILY JUMBO BAG RED ,4802.0,10206.41,259.0,186.0,-222.68,9983.73
23583,LUNCH BAG PAISLEY PARK  ,3385.0,5497.33,325.0,233.0,-16.5,5480.83
23597,PAPER BUNTING PAISLEY PARK,249.0,679.07,31.0,28.0,-17.700000000000003,661.37
23598,PAPER BUNTING VINTAGE PARTY,427.0,1215.53,47.0,40.0,0.0,1215.53
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8.0,19.92,4.0,0.0,0.0,19.92
23602,SET 10 CARDS 3 WISE MEN 17107,1.0,2.91,1.0,0.0,0.0,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,20.0,49.800000000000004,14.0,0.0,0.0,49.800000000000004
23604,SET 10 MINI SANTA & SNOWMAN  17087,4.0,6.64,2.0,0.0,0.0,6.64
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4.0,11.64,1.0,0.0,0.0,11.64
23607,SET 10 CARDS HATS & STOCKINGS 17081,8.0,13.28,7.0,0.0,0.0,13.28
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4.0,11.64,3.0,0.0,0.0,11.64
23609,SET 10 CARDS SNOWY ROBIN 17099,1.0,2.91,1.0,0.0,0.0,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3.0,6.24,3.0,0.0,0.0,6.24
23611,SET 10 CARDS RED RIDING HOOD 17214,40.0,99.60000000000001,16.0,0.0,0.0,99.60000000000001
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5.0,8.299999999999999,2.0,0.0,0.0,8.299999999999999
23613,SET 10 XMAS CARDS & BADGES 17070,11.0,27.39,6.0,0.0,0.0,27.39
23614,SET 10 CARDS 12 DAYS WRAP  17058,26.0,86.58000000000001,11.0,0.0,0.0,86.58000000000001
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4.0,9.96,4.0,0.0,0.0,9.96
23616,SET 10 CARDS JINGLE BELLS 17217,8.0,19.92,7.0,0.0,0.0,19.92
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2.0,5.82,1.0,0.0,0.0,5.82
23619,SET 10 CARDS POINSETTIA 17093,4.0,9.96,2.0,0.0,0.0,9.96
23620,SET 10 CARDS PERFECT POST 17090,10.0,24.900000000000002,7.0,0.0,0.0,24.900000000000002
23621,SET 10 CARDS DAVID'S MADONNA 17074,6.0,14.940000000000001,4.0,0.0,0.0,14.940000000000001
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8.0,23.28,6.0,0.0,0.0,23.28
23624,SET 10 CARD PERFECT NATIVITY 17089,4.0,9.96,4.0,0.0,0.0,9.96
23625,SET 6 CARDS SPARKLY REINDEER 17262,9.0,44.910000000000004,4.0,0.0,0.0,44.910000000000004
23626,SET 10 CARDS DINKY TREE 17076,43.0,107.07000000000001,16.0,0.0,0.0,107.07000000000001
23627,SET 10 CARDS XMAS GRAPHIC  17218,7.0,17.43,2.0,0.0,0.0,17.43
23628,SET 10 CARDS TRIANGLE ICONS  17220,1.0,2.91,1.0,0.0,0.0,2.91
23629,SET 10 CARDS DRESSING UP 17077,24.0,59.760000000000005,10.0,0.0,0.0,59.760000000000005
23630,SET 10 CARDS HANGING BAUBLES 17080,2.0,5.48,2.0,1.0,-2.99,2.49
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15.0,31.200000000000003,10.0,0.0,0.0,31.200000000000003
23633,SET 10 CARDS WORLD CHILDREN 17067,3.0,7.470000000000001,3.0,0.0,0.0,7.470000000000001
23634,SET 10 CARDS XMAS CHOIR 17068,5.0,14.55,5.0,0.0,0.0,14.55
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3.0,12.48,3.0,0.0,0.0,12.48
23636,SET 10 CARDS WISHING TREE 17116,9.0,26.19,7.0,0.0,0.0,26.19
23637,SET 10 CARDS OUT OF ORDER 17216,11.0,27.39,9.0,0.0,0.0,27.39
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2.0,5.82,2.0,0.0,0.0,5.82
23639,SET 10 CARDS MAGICAL TREE 17086,4.0,13.32,4.0,0.0,0.0,13.32
23640,SET 10 CARDS SCOTTIE DOG 17211,9.0,22.410000000000004,8.0,0.0,0.0,22.410000000000004
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1.0,3.33,1.0,0.0,0.0,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,5.0,16.65,5.0,0.0,0.0,16.65
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9.0,22.410000000000004,4.0,0.0,0.0,22.410000000000004
23646,SET 10 CARDS JINGLE BELLS 16957,8.0,19.92,5.0,0.0,0.0,19.92
23649,SET 10 CARDS DECK THE HALLS 16960,2.0,4.98,2.0,0.0,0.0,4.98
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4.0,9.96,4.0,0.0,0.0,9.96
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2.0,5.82,1.0,0.0,0.0,5.82
23654,SET 10 CARD SNOWMAN 16965,5.0,12.450000000000001,4.0,0.0,0.0,12.450000000000001
23660,HENRIETTA HEN MUG ,306.0,534.66,42.0,30.0,-26.4,508.26
23661,MILK MAIDS MUG ,219.0,393.59,33.0,23.0,-33.0,360.59
23664,FLOWER SHOP DESIGN MUG,1.0,1.65,1.0,1.0,0.0,1.65
23681,LUNCH BAG RED VINTAGE DOILY,1576.0,2525.04,132.0,105.0,0.0,2525.04
23691,WRAP KEEP CALM BIRTHDAY,1175.0,481.5,38.0,36.0,0.0,481.5
23692,WRAP A PRETTY THANK YOU,50.0,21.0,2.0,2.0,0.0,21.0
23694,PAISLEY PARK CARD,376.0,165.07999999999998,41.0,23.0,0.0,165.07999999999998
23695,DOILY THANK YOU CARD,741.0,313.24,57.0,41.0,0.0,313.24
23697,A PRETTY THANK YOU CARD,456.0,194.58,35.0,26.0,0.0,194.58
23702,High Resolution Image,4.0,27.0,3.0,3.0,0.0,27.0
23843,"PAPER CRAFT , LITTLE BIRDIE",80995.0,168469.6,1.0,1.0,-168469.6,0.0
30086C,ASSORTED FRUIT STRAWS,1.0,1.7,1.0,0.0,0.0,1.7
35001B,HAND OPEN SHAPE BLACK,17.0,59.330000000000005,6.0,5.0,-5.9,53.43000000000001
35001C,HAND OPEN SHAPE CHROME,0.0,0.0,0.0,0.0,-10.17,-10.17
35001G,HAND OPEN SHAPE GOLD,758.0,2406.1,103.0,46.0,-37.29,2368.81
35001P,HAND OPEN SHAPE PINK,2.0,6.98,2.0,2.0,-3.49,3.49
35001W,HAND OPEN SHAPE DECO.WHITE,969.0,3064.71,190.0,78.0,-66.81,2997.9
35004B,SET OF 3 BLACK FLYING DUCKS,1500.0,6932.150000000001,275.0,64.0,-389.85,6542.3
35004C,SET OF 3 COLOURED  FLYING DUCKS,3280.0,17027.23,355.0,112.0,-436.1,16591.13
35004G,SET OF 3 GOLD FLYING DUCKS,363.0,1444.9099999999999,76.0,46.0,-22.59,1422.32
35004P,SET OF 3 PINK FLYING DUCKS,120.0,638.97,43.0,17.0,0.0,638.97
35004S,SET OF 3 SILVER FLYING DUCKS,145.0,505.4,24.0,12.0,-56.519999999999996,448.88
35004c,SET OF 3 COLOURED  FLYING DUCKS,27.0,343.72,25.0,0.0,0.0,343.72
35004p,SET OF 3 PINK FLYING DUCKS,1.0,12.72,1.0,0.0,0.0,12.72
35004s,SET OF 3 SILVER FLYING DUCKS,1.0,13.0,1.0,0.0,0.0,13.0
35015,JACOBS LADDER SMALL,2072.0,134.08,39.0,35.0,0.0,134.08
35051B,PINK BEADED CONE CHRISTMAS,14.0,5.88,2.0,2.0,0.0,5.88
35071,ASSORTED SANTA CHRISTMAS DECORATION,50.0,51.13999999999999,7.0,5.0,0.0,51.13999999999999
35085E,IVORY ROSE LAMPSHADE ,39.0,44.25,9.0,7.0,0.0,44.25
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1813.0,728.92,166.0,61.0,0.0,728.92
35095B,RED VICTORIAN FABRIC OVAL BOX,1957.0,770.84,177.0,73.0,0.0,770.84
35096A,BLUE VICTORIAN FABRIC HEART BOX,765.0,272.45,50.0,18.0,0.0,272.45
35096B,RED VICTORIAN FABRIC HEART BOX,293.0,106.49000000000001,25.0,20.0,0.0,106.49000000000001
35160,BUDDHA INCENSE HOLDER ASSORTED,2180.0,1590.6399999999999,56.0,33.0,0.0,1590.6399999999999
35233,PASTA ENAMEL/BRASS CONTAINER,10.0,37.5,8.0,8.0,0.0,37.5
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,49.0,416.01,39.0,35.0,0.0,416.01
35241,ENAMEL BLUE RIM BISCUIT BIN,312.0,1651.49,130.0,75.0,-59.400000000000006,1592.09
35265,COLOURFUL FLOWER FRUIT BOWL,21.0,80.0,16.0,14.0,0.0,80.0
35271S,GOLD PRINT PAPER BAG,439.0,89.58,20.0,17.0,0.0,89.58
35400,WOODEN BOX ADVENT CALENDAR ,1435.0,13999.1,419.0,241.0,-806.3,13192.800000000001
35443,RASTA IN BATH W SPLIFF ASHTRAY,16.0,13.6,10.0,9.0,0.0,13.6
35471A,SET OF 3 BIRD L.BLUE FEATHER,421.0,499.31,83.0,41.0,-31.25,468.06
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2251.0,1611.9199999999998,348.0,158.0,-2.5,1609.4199999999998
35537,CANDLE RING W/CLEAR BEADS,13.0,5.46,3.0,3.0,0.0,5.46
35591T,TURQUOISE CHRISTMAS TREE ,19.0,23.75,9.0,9.0,0.0,23.75
35594,WOODEN CHRISTMAS TREE 3 HANGING,165.0,103.06,39.0,18.0,-10.08,92.98
35596,WOOD XMAS TREE 9 FIG SHELVES,29.0,24.65,4.0,4.0,0.0,24.65
35597A,DUSTY PINK CHRISTMAS TREE 30CM,11.0,13.75,4.0,4.0,0.0,13.75
35597B,BLACKCHRISTMAS TREE 30CM,79.0,225.35,7.0,6.0,0.0,225.35
35597D,PINK/WHITE CHRISTMAS TREE 30CM,58.0,25.28,7.0,7.0,0.0,25.28
35598A,DUSTY PINK CHRISTMAS TREE 60CM,10.0,29.500000000000004,3.0,3.0,0.0,29.500000000000004
35598B,BLACK CHRISTMAS TREE 60CM,958.0,902.9200000000001,57.0,37.0,0.0,902.9200000000001
35598C,WHITE CHRISTMAS TREE 60CM,3.0,8.850000000000001,3.0,3.0,0.0,8.850000000000001
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1764.0,1359.17,103.0,43.0,-0.65,1358.52
35599B,BLACK CHRISTMAS TREE 120CM,276.0,1022.09,51.0,26.0,0.0,1022.09
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,409.0,1384.21,103.0,23.0,-17.700000000000003,1366.51
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,141.0,497.70000000000005,13.0,11.0,0.0,497.70000000000005
35603B,S/16 BLACK SHINY/MAT BAUBLES,50.0,21.0,2.0,1.0,-50.400000000000006,-29.400000000000006
35603C,SET/16 WHITE SHINY & MATT BAUBLES,83.0,48.3,24.0,19.0,0.0,48.3
35607A,PINK FLUFFY CHRISTMAS DECORATION,554.0,118.43,31.0,27.0,0.0,118.43
35607B,BLACK FEATHER CHRISTMAS DECORATION,312.0,62.3,17.0,15.0,0.0,62.3
35609A,PINK FEATHER CHRISTMAS DECORATION,447.0,133.23,24.0,17.0,0.0,133.23
35610A,PINK CHRISTMAS FLOCK DROPLET ,144.0,107.94,12.0,8.0,0.0,107.94
35610B,BLACK CHRISTMAS FLOCK DROPLET ,179.0,144.07,13.0,13.0,0.0,144.07
35610C,WHITE CHRISTMAS FLOCK DROPLET ,94.0,81.56,8.0,6.0,0.0,81.56
35611B,BLACK ASSORTED DROPLET DECORATION,62.0,45.760000000000005,3.0,2.0,0.0,45.760000000000005
35631B,BLUE GREEN CHRISTMAS HANGING BALL ,0.0,0.0,0.0,0.0,-0.19,-0.19
35633B,BLUE TINSEL GARLAND ,130.0,24.7,12.0,12.0,0.0,24.7
35637A,IVORY STRING CURTAIN WITH POLE ,552.0,1464.58,53.0,41.0,-5.95,1458.6299999999999
35637C,PINK STRING CURTAIN WITH POLE,100.0,331.14,19.0,14.0,0.0,331.14
35638A,PINK AND BLACK STRING CURTAIN,39.0,88.04999999999998,6.0,6.0,0.0,88.04999999999998
35638B,PINK/BLUE STRING CURTAIN ,118.0,313.28999999999996,11.0,7.0,0.0,313.28999999999996
35644,PAIR PINK/BLACK COATHANGERS,21.0,40.95,7.0,6.0,0.0,40.95
35645,VINTAGE BEAD PINK JEWEL BOX,61.0,301.81,34.0,18.0,0.0,301.81
35646,VINTAGE BEAD PINK EVENING BAG,647.0,1068.91,104.0,37.0,0.0,1068.91
35647,VINTAGE BEAD PINK SHADE ,563.0,748.24,74.0,19.0,0.0,748.24
35648,VINTAGE BEAD PINK PURSE ,1055.0,1318.1499999999999,143.0,48.0,-20.749999999999996,1297.3999999999999
35649,VINTAGE BEAD COSMETIC BAG ,1826.0,1362.8999999999999,53.0,20.0,0.0,1362.8999999999999
35650,VINTAGE BEAD PINK JEWEL STAND,3.0,14.850000000000001,3.0,3.0,0.0,14.850000000000001
35651,VINTAGE BEAD PINK SCARF ,460.0,1073.75,63.0,32.0,-19.799999999999997,1053.95
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18.0,21.5,2.0,2.0,0.0,21.5
35653,VINTAGE BEAD NOTEBOOK,320.0,1020.9200000000001,113.0,42.0,0.0,1020.9200000000001
35654,VINTAGE BEAD FILLED PINK CUSHION,12.0,59.400000000000006,5.0,4.0,0.0,59.400000000000006
35751C,PURPLE CURRENT CANDLE RING,31.0,12.61,2.0,2.0,0.0,12.61
